CustomerID,Status,Predicted_Churn_%,Retention_Agent,Recommended_Action
C06133,Stable,0.12,Aditi Sharma,Thank‑you email with wellness gift voucher
C06134,Stable,0.12,Rahul Singh,Thank‑you email with wellness gift voucher
C06135,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C06136,Stable,0.04,Santosh Rao,Thank‑you email with wellness gift voucher
C06137,Stable,0.06,Kunal Desai,Thank‑you email with wellness gift voucher
C06138,Likely_to_Leave,31.2,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06139,Likely_to_Leave,1.36,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06140,Likely_to_Leave,0.72,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06141,Stable,0.1,Meera Iyer,Thank‑you email with wellness gift voucher
C06142,Stable,0.08,Santosh Rao,Thank‑you email with wellness gift voucher
C06143,Likely_to_Leave,5.05,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06144,Likely_to_Leave,0.9,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06145,Stable,0.2,Aditi Sharma,Thank‑you email with wellness gift voucher
C06146,Stable,0.53,Rahul Singh,Thank‑you email with wellness gift voucher
C06147,Likely_to_Leave,3.98,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06148,Likely_to_Leave,9.13,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06149,Stable,0.19,Kunal Desai,Thank‑you email with wellness gift voucher
C06150,Likely_to_Leave,31.1,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06151,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C06152,Stable,0.43,Rahul Singh,Thank‑you email with wellness gift voucher
C06153,Likely_to_Leave,5.32,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06154,Likely_to_Leave,5.21,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06155,Likely_to_Leave,1.91,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06156,Likely_to_Leave,3.86,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06157,Stable,0.06,Aditi Sharma,Thank‑you email with wellness gift voucher
C06158,Already_Left,78.68,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06159,Likely_to_Leave,6.48,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06160,Likely_to_Leave,0.83,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06161,Likely_to_Leave,20.05,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06162,Likely_to_Leave,15.87,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06163,Stable,0.13,Aditi Sharma,Thank‑you email with wellness gift voucher
C06164,Likely_to_Leave,8.66,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06165,Stable,0.08,Meera Iyer,Thank‑you email with wellness gift voucher
C06166,Likely_to_Leave,64.16,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06167,Likely_to_Leave,22.75,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06168,Stable,0.12,Anita Paul,Thank‑you email with wellness gift voucher
C06169,Stable,0.05,Aditi Sharma,Thank‑you email with wellness gift voucher
C06170,Stable,0.65,Rahul Singh,Thank‑you email with wellness gift voucher
C06171,Stable,0.05,Meera Iyer,Thank‑you email with wellness gift voucher
C06172,Likely_to_Leave,9.52,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06173,Stable,0.05,Kunal Desai,Thank‑you email with wellness gift voucher
C06174,Likely_to_Leave,5.7,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06175,Likely_to_Leave,13.68,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06176,Likely_to_Leave,2.17,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06177,Already_Left,91.53,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C06178,Likely_to_Leave,29.77,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06179,Likely_to_Leave,3.53,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06180,Likely_to_Leave,8.5,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06181,Likely_to_Leave,4.41,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06182,Likely_to_Leave,1.19,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06183,Stable,0.45,Meera Iyer,Thank‑you email with wellness gift voucher
C06184,Stable,0.11,Santosh Rao,Thank‑you email with wellness gift voucher
C06185,Likely_to_Leave,0.76,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06186,Likely_to_Leave,9.6,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06187,Stable,0.38,Aditi Sharma,Thank‑you email with wellness gift voucher
C06188,Stable,0.14,Rahul Singh,Thank‑you email with wellness gift voucher
C06189,Likely_to_Leave,3.87,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06190,Stable,0.24,Santosh Rao,Thank‑you email with wellness gift voucher
C06191,Stable,0.17,Kunal Desai,Thank‑you email with wellness gift voucher
C06192,Already_Left,97.11,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C06193,Likely_to_Leave,35.69,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06194,Stable,0.29,Rahul Singh,Thank‑you email with wellness gift voucher
C06195,Stable,0.1,Meera Iyer,Thank‑you email with wellness gift voucher
C06196,Likely_to_Leave,5.07,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06197,Stable,0.1,Kunal Desai,Thank‑you email with wellness gift voucher
C06198,Likely_to_Leave,38.73,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06199,Likely_to_Leave,2.99,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06200,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C06201,Likely_to_Leave,18.78,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06202,Stable,0.07,Santosh Rao,Thank‑you email with wellness gift voucher
C06203,Likely_to_Leave,0.99,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06204,Stable,0.1,Anita Paul,Thank‑you email with wellness gift voucher
C06205,Stable,0.12,Aditi Sharma,Thank‑you email with wellness gift voucher
C06206,Likely_to_Leave,12.59,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06207,Likely_to_Leave,2.13,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06208,Likely_to_Leave,1.63,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06209,Already_Left,52.01,Kunal Desai,Win‑back call by agent Kunal Desai + 25% discount on re‑joining Premium plan
C06210,Stable,0.35,Anita Paul,Thank‑you email with wellness gift voucher
C06211,Likely_to_Leave,1.61,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06212,Stable,0.05,Rahul Singh,Thank‑you email with wellness gift voucher
C06213,Stable,0.66,Meera Iyer,Thank‑you email with wellness gift voucher
C06214,Likely_to_Leave,1.65,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06215,Stable,0.11,Kunal Desai,Thank‑you email with wellness gift voucher
C06216,Stable,0.55,Anita Paul,Thank‑you email with wellness gift voucher
C06217,Stable,0.12,Aditi Sharma,Thank‑you email with wellness gift voucher
C06218,Stable,0.39,Rahul Singh,Thank‑you email with wellness gift voucher
C06219,Likely_to_Leave,1.83,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06220,Likely_to_Leave,11.69,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06221,Likely_to_Leave,9.32,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06222,Likely_to_Leave,76.35,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06223,Likely_to_Leave,21.55,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06224,Stable,0.41,Rahul Singh,Thank‑you email with wellness gift voucher
C06225,Likely_to_Leave,43.09,Meera Iyer,Proactive email: upgrade to Standard with 10% discount
C06226,Likely_to_Leave,1.23,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06227,Likely_to_Leave,1.03,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06228,Already_Left,93.54,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C06229,Stable,0.11,Aditi Sharma,Thank‑you email with wellness gift voucher
C06230,Stable,0.06,Rahul Singh,Thank‑you email with wellness gift voucher
C06231,Stable,0.08,Meera Iyer,Thank‑you email with wellness gift voucher
C06232,Stable,0.15,Santosh Rao,Thank‑you email with wellness gift voucher
C06233,Likely_to_Leave,1.08,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06234,Stable,0.05,Anita Paul,Thank‑you email with wellness gift voucher
C06235,Already_Left,80.77,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C06236,Likely_to_Leave,11.66,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06237,Likely_to_Leave,3.96,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06238,Stable,0.19,Santosh Rao,Thank‑you email with wellness gift voucher
C06239,Stable,0.12,Kunal Desai,Thank‑you email with wellness gift voucher
C06240,Likely_to_Leave,0.79,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06241,Likely_to_Leave,19.62,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06242,Stable,0.05,Rahul Singh,Thank‑you email with wellness gift voucher
C06243,Already_Left,78.48,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C06244,Stable,0.06,Santosh Rao,Thank‑you email with wellness gift voucher
C06245,Stable,0.04,Kunal Desai,Thank‑you email with wellness gift voucher
C06246,Stable,0.17,Anita Paul,Thank‑you email with wellness gift voucher
C06247,Stable,0.15,Aditi Sharma,Thank‑you email with wellness gift voucher
C06248,Already_Left,22.2,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06249,Likely_to_Leave,2.62,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06250,Stable,0.1,Santosh Rao,Thank‑you email with wellness gift voucher
C06251,Stable,0.64,Kunal Desai,Thank‑you email with wellness gift voucher
C06252,Likely_to_Leave,2.64,Anita Paul,Proactive email: upgrade to Standard with 10% discount
C06253,Stable,0.55,Aditi Sharma,Thank‑you email with wellness gift voucher
C06254,Stable,0.14,Rahul Singh,Thank‑you email with wellness gift voucher
C06255,Likely_to_Leave,0.87,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06256,Likely_to_Leave,9.03,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06257,Stable,0.04,Kunal Desai,Thank‑you email with wellness gift voucher
C06258,Stable,0.6,Anita Paul,Thank‑you email with wellness gift voucher
C06259,Already_Left,97.18,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C06260,Stable,0.15,Rahul Singh,Thank‑you email with wellness gift voucher
C06261,Stable,0.12,Meera Iyer,Thank‑you email with wellness gift voucher
C06262,Stable,0.34,Santosh Rao,Thank‑you email with wellness gift voucher
C06263,Stable,0.25,Kunal Desai,Thank‑you email with wellness gift voucher
C06264,Stable,0.41,Anita Paul,Thank‑you email with wellness gift voucher
C06265,Likely_to_Leave,2.87,Aditi Sharma,Proactive email: upgrade to Standard with 10% discount
C06266,Likely_to_Leave,15.09,Rahul Singh,Proactive email: upgrade to Standard with 10% discount
C06267,Likely_to_Leave,6.09,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06268,Likely_to_Leave,24.9,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06269,Stable,0.1,Kunal Desai,Thank‑you email with wellness gift voucher
C06270,Already_Left,87.2,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C06271,Stable,0.08,Aditi Sharma,Thank‑you email with wellness gift voucher
C06272,Likely_to_Leave,23.26,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06273,Already_Left,49.86,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C06274,Likely_to_Leave,2.33,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06275,Likely_to_Leave,18.81,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06276,Stable,0.13,Anita Paul,Thank‑you email with wellness gift voucher
C06277,Likely_to_Leave,3.12,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06278,Already_Left,71.16,Rahul Singh,Win‑back call by agent Rahul Singh + 25% discount on re‑joining Premium plan
C06279,Stable,0.27,Meera Iyer,Thank‑you email with wellness gift voucher
C06280,Likely_to_Leave,39.3,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06281,Stable,0.2,Kunal Desai,Thank‑you email with wellness gift voucher
C06282,Likely_to_Leave,1.32,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06283,Likely_to_Leave,2.74,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
C06284,Likely_to_Leave,2.63,Rahul Singh,"Email + phone call from Rahul Singh: offer 15% loyalty discount, free roadside assist add‑on"
C06285,Likely_to_Leave,28.53,Meera Iyer,"Email + phone call from Meera Iyer: offer 15% loyalty discount, free roadside assist add‑on"
C06286,Likely_to_Leave,37.26,Santosh Rao,"Email + phone call from Santosh Rao: offer 15% loyalty discount, free roadside assist add‑on"
C06287,Likely_to_Leave,31.3,Kunal Desai,Proactive email: upgrade to Standard with 10% discount
C06288,Already_Left,31.94,Anita Paul,Win‑back call by agent Anita Paul + 25% discount on re‑joining Premium plan
C06289,Already_Left,97.39,Aditi Sharma,Win‑back call by agent Aditi Sharma + 25% discount on re‑joining Premium plan
C06290,Stable,0.25,Rahul Singh,Thank‑you email with wellness gift voucher
C06291,Already_Left,56.94,Meera Iyer,Win‑back call by agent Meera Iyer + 25% discount on re‑joining Premium plan
C06292,Likely_to_Leave,3.73,Santosh Rao,Proactive email: upgrade to Standard with 10% discount
C06293,Likely_to_Leave,5.18,Kunal Desai,"Email + phone call from Kunal Desai: offer 15% loyalty discount, free roadside assist add‑on"
C06294,Likely_to_Leave,1.46,Anita Paul,"Email + phone call from Anita Paul: offer 15% loyalty discount, free roadside assist add‑on"
C06295,Likely_to_Leave,1.54,Aditi Sharma,"Email + phone call from Aditi Sharma: offer 15% loyalty discount, free roadside assist add‑on"
